candidate_id,title,field,reviewer_a,reviewer_b,adjudicated_value,adjudication_anchor,adjudication_notes
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,sample_scale,Six cities observed daily for 120 days from 15 January to 13 May 2020,"Six cities x 120 days; 1,000 posterior simulations for bands","Six cities x 120 days; 1,000 posterior simulations for bands",Sec. 5.1 and Appendix C.1,Primary publication supports Reviewer B's more precise formulation for sample_scale; no incompatible claim from Reviewer A was carried forward.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,institution_count,Six geographic regions; not patient institutions,"NA: city-level units, not healthcare institutions","NA: city-level units, not healthcare institutions",Sec. 5.1 and Appendix C.1,Primary publication supports Reviewer B's more precise formulation for institution_count; no incompatible claim from Reviewer A was carried forward.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,split_strategy,Temporal train through day 12 and predict days 13-120; day-61 fit; leave-one-city-out validation,"Fit through day 12, evaluate to day 120 under observed actions; leave-one-city-out validation; H1N1 parameter stress test","Fit through day 12, evaluate to day 120 under observed actions; leave-one-city-out validation; H1N1 parameter stress test",Sec. 5.1 and Appendix C.1,Primary publication supports Reviewer B's more precise formulation for split_strategy; no incompatible claim from Reviewer A was carried forward.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,observation_process,Daily regional surveillance with delayed cases and intervention records,Daily cumulative infections/covariates linked to discrete policy levels,Daily cumulative infections/covariates linked to discrete policy levels,Sec. 5.1 and Appendix C.1,Primary publication supports Reviewer B's more precise formulation for observation_process; no incompatible claim from Reviewer A was carried forward.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,missingness,1: irregular cumulative cases neighbor-imputed; reporting delay modeled; broader missingness not analyzed,Irregular case records imputed by neighboring-day averages; infection latent with nine-day reporting-delay proxy,Irregular case records imputed by neighboring-day averages; infection latent with nine-day reporting-delay proxy,Sec. 5.1 and Appendix C.1,Primary publication supports Reviewer B's more precise formulation for missingness; no incompatible claim from Reviewer A was carried forward.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,censoring_or_competing_events,NA: finite 120-day regional horizon,Recovered state modeled; NI: death/reporting truncation not separate competing events,Recovered state modeled; NI: death/reporting truncation not separate competing events,Sec. 5.1 and Appendix C.1,Primary publication supports Reviewer B's more precise formulation for censoring_or_competing_events; no incompatible claim from Reviewer A was carried forward.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,state,"Generalized SIR state, Bayesian transition posterior, and economic context",City susceptible/infected/recovered counts plus posterior parameters/economic context,City susceptible/infected/recovered counts plus posterior parameters/economic context,Secs. 2-4 and Algorithms 1-3,Primary publication supports Reviewer B's more precise formulation for state; no incompatible claim from Reviewer A was carried forward.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,observation_decoder,Future infections and epidemiological/economic costs with prediction bands,"Stochastic infection trajectories, epidemiological/economic costs, bands, recommended policies","Stochastic infection trajectories, epidemiological/economic costs, bands, recommended policies",Secs. 2-4 and Algorithms 1-3,Primary publication supports Reviewer B's more precise formulation for observation_decoder; no incompatible claim from Reviewer A was carried forward.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,action,Three ordinal NPI levels,"Three levels: few/no controls, emergency response, lockdown/closed management","Three levels: few/no controls, emergency response, lockdown/closed management",Secs. 2-4 and Algorithms 1-3,Primary publication supports Reviewer B's more precise formulation for action; no incompatible claim from Reviewer A was carried forward.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,action_provenance,Observed government actions for estimation; sequential actions generated in simulation,Observed government actions plus planner-generated actions,Observed government actions plus planner-generated actions,Secs. 2-4 and Algorithms 1-3,Primary publication supports Reviewer B's more precise formulation for action_provenance; no incompatible claim from Reviewer A was carried forward.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,transition_mechanism,Bayesian stochastic GSIR with Poisson/Binomial transitions and Monte Carlo policy rollouts,Bayesian generalized SIR Poisson/Binomial environment updated online; grid/DQN multiobjective planning over posterior simulations,Bayesian generalized SIR Poisson/Binomial environment updated online; grid/DQN multiobjective planning over posterior simulations,Secs. 2-4 and Algorithms 1-3,Primary publication supports Reviewer B's more precise formulation for transition_mechanism; no incompatible claim from Reviewer A was carried forward.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,maximum_horizon,108 days; policy decisions every seven days,"Day 12 to 120, about 108 days","Day 12 to 120, about 108 days",Secs. 2-4 and Algorithms 1-3,Primary publication supports Reviewer B's more precise formulation for maximum_horizon; no incompatible claim from Reviewer A was carried forward.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,rollout_regime,Free-running Monte Carlo rollouts with weekly policy selection,Free-running Monte Carlo policy rollouts to day 120,Free-running Monte Carlo policy rollouts to day 120,Secs. 2-4 and Algorithms 1-3,Primary publication supports Reviewer B's more precise formulation for rollout_regime; no incompatible claim from Reviewer A was carried forward.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,capability_claim,Multi-objective closed-loop policy planning,planning,planning,Secs. 2-4 and Algorithms 1-3,Primary publication supports Reviewer B's more precise formulation for capability_claim; no incompatible claim from Reviewer A was carried forward.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,baselines,"Occurrence mitigation/suppression, count-threshold, and observed behavior policies","Expert mitigation/suppression, count threshold, behavior policy, grid search, DQN","Expert mitigation/suppression, count threshold, behavior policy, grid search, DQN",Secs. 5.2-5.3; Figs. 4-6; Appendix C.3,Primary publication supports Reviewer B's more precise formulation for baselines; no incompatible claim from Reviewer A was carried forward.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,state_fidelity_metrics,Observed versus predicted cases with 99% bands; leave-one-city-out relative error 0.18,Observed cumulative infections versus 99% prediction bands; bands cover most city trajectories,Observed cumulative infections versus 99% prediction bands; bands cover most city trajectories,Secs. 5.2-5.3; Figs. 4-6; Appendix C.3,Primary publication supports Reviewer B's more precise formulation for state_fidelity_metrics; no incompatible claim from Reviewer A was carried forward.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,transition_metrics,Day-resolved epidemic curves and posterior transition parameters by action,Leave-one-city-out day-120 relative error average ~0.18; observed-action forecasts day 13-120,Leave-one-city-out day-120 relative error average ~0.18; observed-action forecasts day 13-120,Secs. 5.2-5.3; Figs. 4-6; Appendix C.3,Primary publication supports Reviewer B's more precise formulation for transition_metrics; no incompatible claim from Reviewer A was carried forward.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,rollout_stability,2: long temporal validation and SEIR/prior/H1N1 robustness tests,Long-horizon costs and sensitivity to epidemiological/H1N1 parameters; no explicit constraint metric,"Day-12-to-120 temporal validation plus generalized-SEIR, prior, cost, and H1N1 parameter stress tests; no explicit state-constraint violation metric",Secs. 5.2-5.3; Figs. 4-6; Appendix C.3,Primary publication resolves rollout_stability to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X772584A789,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,action_sensitivity,"2: three action levels, policy families, schedules, and objective weights compared","All three levels including no/few intervention; policies/costs compared across expert, behavior, threshold, grid, DQN","All three levels including no/few intervention; policies/costs compared across expert, behavior, threshold, grid, DQN",Secs. 5.2-5.3; Figs. 4-6; Appendix C.3,Primary publication supports Reviewer B's more precise formulation for action_sensitivity; no incompatible claim from Reviewer A was carried forward.
